45,128591,127703,0.38371847176652074,0.6162815282334793,0.486,0.514,38.921951219512195,61940.51219512195,0.1279,0.8721,0.2546,0.7454,0.23470000000000002,0.21800000000000003,0.1191,0.1177,0.1184,0.1921,0.6742,0.046,0.0217,0.0028,0.0018,0.0016,0.1572,6e-4,0.0012,0,0.0013,0.0604,0.0292,0.0021,0.1243,0.6681,0.5141,0.1541,0.3319,0.2831,0.0488,0.2764,0.5651,0.07540000000000001,0.08310000000000001,0.1507,0.2404,0.1124,0.0729,0.2488,0.1749,0.7117,0.0421,0.2462,0.8748,0.5787,0.32039999999999996,0.1252,0.3194,0.4143,0.0845,0.0053,0.0015,0.0118,1e-4,6e-4,0.0098,0.0013,8e-4,0.0014,0.3013,0.0035,0.0027,0.0169,0.0017,0.0021,0,0.0028,0.0291,0.0102,0.0081,0.0917,5e-4,0.0035,2e-4,0,1e-4,0,0.0029,0.0197,0.0041,7e-4,0,1e-4,3e-4,0.0286,0.0266,4e-4,0.0053,0.0476,0.0013,0.0011,0.006,0,3e-4,0.0042,3e-4,3e-4,4e-4,0.2026,0.0026,0.0011,0.0115,0.0014,0.0012,0,4e-4,0.0145,0.0055,0.0045,0.0632,2e-4,0.002,0,0,1e-4,0,0.0023,0.0132,0.0012,4e-4,0,0,2e-4,0.0137,0.0074,2e-4,0.0034,7.999999999999999e-4,0.06330000000000001,0.0266,0.0511,0.10540000000000001,0.0825,0.0211,0.0865,0.0994,0.3157,0.08,0.0412,0.026699999999999998,0.15389999999999998,0.058499999999999996,0.1134,0.07039999999999999,0.094,0.0134,0.0505,0.0284,0.0292,0.2237,0.0622,0.1023
46,130854,128363,0.38370870110545874,0.6162912988945413,0.4663,0.5337,44.875,68781.97674418605,0.1393,0.8607,0.2559,0.7441,0.19169999999999998,0.20400000000000001,0.1202,0.12110000000000001,0.1345,0.22820000000000001,0.5768,0.0703,0.0897,0.0075,0.0018,2e-4,0.1521,0.0013,7e-4,1e-4,0.003,0.0661,0.0199,0.0105,0.07150000000000001,0.6161,0.43120000000000003,0.1848,0.3839,0.3361,0.0478,0.31620000000000004,0.5081,0.08320000000000001,0.0924,0.15580000000000002,0.2363,0.1098,0.074,0.2394,0.1846,0.6979,0.0457,0.2564,0.9027000000000001,0.6399,0.29479999999999995,0.0973,0.4338,0.3045,0.1016,0.0032,0.0055,0.0243,0.0015,0.0012,0.0042,1e-4,8e-4,0.0251,0.1942,0.0076,0.0038,0.0052,1e-4,0.0013,8e-4,0.002,0.0103,0.006,0.0074,0.1029,6e-4,0.004,9e-4,0,1e-4,0,9e-4,0.0035,0.0033,6e-4,0,1e-4,0.0013,0.0324,0.0047,0.0023,0.0026,0.0419,0.0013,0.0017,0.0092,4e-4,1e-4,0.0018,1e-4,1e-4,0.0088,0.1249,0.0045,0.0012,0.0035,0,2e-4,3e-4,5e-4,0.0049,0.004,0.0031,0.0679,2e-4,0.0027,4e-4,0,0,0,6e-4,0.0023,8e-4,1e-4,0,0,6e-4,0.012,0.0019,0.0013,0.0012,0.001,0.057999999999999996,0.0291,0.023100000000000002,0.0927,0.0675,0.0266,0.1073,0.11330000000000001,0.3031,0.07930000000000001,0.048799999999999996,0.05,0.162,0.054000000000000006,0.14029999999999998,0.0655,0.0676,0.0311,0.047,0.024300000000000002,0.0338,0.21589999999999998,0.06730000000000001,0.0913
47,122245,121970,0.3658604574895466,0.6341395425104533,0.4879,0.5121,39.362857142857145,56952.31428571429,0.16,0.84,0.2724,0.7276,0.22139999999999999,0.2178,0.1392,0.13540000000000002,0.1306,0.1557,0.3877,0.0547,0.0272,0.0079,5e-4,0.0018,0.3855,0.0013,0,1e-4,0.0021,0.0995,0.0266,0.005,0.1381,0.7123,0.503,0.2093,0.2877,0.2346,0.0531,0.30610000000000004,0.5506,0.0684,0.0749,0.23720000000000002,0.2652,0.1095,0.0723,0.2087,0.107,0.7243,0.047,0.2287,0.8601,0.5274000000000001,0.3604,0.1398,0.2812,0.4726,0.1062,6e-4,0.0011,0.0448,3e-4,0.0013,0.0028,2e-4,0,0.0032,0.1451,0.0086,0.0037,0.0092,0.0012,0.0018,0,0.0015,0.023,0.0036,0.0196,0.2916,2e-4,0.0021,0.002,0,1e-4,0,0.0046,0.0124,0.0025,2e-4,0,2e-4,5e-4,0.0167,0.0029,0.0013,0.0037,0.0645,1e-4,0.0011,0.0222,1e-4,1e-4,6e-4,2e-4,0,8e-4,0.1038,0.0053,0.0015,0.0075,0.0011,0.0011,0,6e-4,0.0128,0.0023,0.0104,0.2073,1e-4,0.0013,0.0014,0,1e-4,0,0.0029,0.0088,9e-4,2e-4,0,1e-4,4e-4,0.0105,2e-4,6e-4,0.0017,0.0015999999999999999,0.0899,0.045,0.025500000000000002,0.1013,0.0838,0.0252,0.07619999999999999,0.0964,0.25670000000000004,0.1114,0.05550000000000001,0.031299999999999994,0.11660000000000001,0.0503,0.106,0.048,0.0785,0.0135,0.0684,0.0466,0.0398,0.211,0.10200000000000001,0.11929999999999999
48,119405,118709,0.3690368885257226,0.6309631114742774,0.5022,0.4978,28.23157894736842,52336.43243243243,0.2421,0.7579,0.2977,0.7023,0.37300000000000005,0.22459999999999994,0.09780000000000001,0.0837,0.08789999999999999,0.1326,0.7821,0.0342,0.0209,0.0025,0.004,1e-4,0.0995,5e-4,2e-4,2e-4,0.003,0.0316,0.0181,0.003,0.2103,0.7596,0.6435,0.1162,0.2404,0.2096,0.0308,0.2783,0.6206,0.0531,0.048,0.20690000000000003,0.3078,0.1252,0.0586,0.1702,0.13140000000000002,0.6703,0.034,0.2957,0.9086,0.4734999999999999,0.46790000000000004,0.09129999999999999,0.342,0.309,0.0688,0.0043,0.0013,0.0089,0.0014,0.0011,0.2723,4e-4,3e-4,0.002,0.0775,0.017,0.0024,0.0052,5e-4,0.0029,0,0.0014,0.0229,0.0065,0.0082,0.0663,1e-4,8e-4,0,0,0,0,7e-4,0.0089,0.0014,2e-4,0,3e-4,0.0116,0.0078,0.0518,3e-4,0.0021,0.0367,0.0016,5e-4,0.0047,5e-4,3e-4,0.0841,3e-4,1e-4,8e-4,0.0552,0.0113,0.001,0.0039,5e-4,0.0018,0,9e-4,0.0128,0.0048,0.0049,0.0496,1e-4,4e-4,0,0,0,0,6e-4,0.007,5e-4,1e-4,0,0,0.0059,0.0041,0.0128,1e-4,0.0011,0.0019,0.0549,0.049,0.0489,0.0998,0.060899999999999996,0.0195,0.0807,0.10239999999999999,0.3648,0.0637,0.037,0.0164,0.1325,0.0354,0.19440000000000002,0.0453,0.06670000000000001,0.0113,0.0403,0.0316,0.027499999999999997,0.2702,0.057,0.0877
49,125196,124910,0.3601793291169642,0.6398206708830357,0.499,0.501,37.691428571428574,53953.31428571429,0.1759,0.8241,0.2398,0.7602,0.22999999999999998,0.2389,0.1409,0.1331,0.1212,0.136,0.2634,0.0603,0.0085,0.0034,0.0015,0.0015,0.5233,0.0018,1e-4,0,0.0034,0.115,0.0111,0.0067,0.19920000000000002,0.7717,0.5563,0.2154,0.2283,0.1756,0.0526,0.31310000000000004,0.5755,0.0543,0.056999999999999995,0.3854,0.2516,0.0816,0.0534,0.1638,0.06409999999999999,0.714,0.0435,0.2425,0.839,0.4388,0.4255,0.16099999999999998,0.2047,0.5377,0.1517,0.002,1e-4,0.0409,4e-4,4e-4,0.0098,0,6e-4,0.0062,0.0272,0.0146,5e-4,0.0037,3e-4,0.001,8e-4,0.001,0.0107,0.0046,0.0088,0.4597,4e-4,0.0021,2e-4,0,1e-4,0,0.0042,0.0091,0.0034,9e-4,0,2e-4,0.0019,0.0238,0.0028,1e-4,0.0013,0.0865,0.0016,1e-4,0.023,0,0,0.0023,0,1e-4,0.002,0.0193,0.0094,3e-4,0.0022,1e-4,7e-4,5e-4,8e-4,0.0046,0.0015,0.0061,0.3499,4e-4,0.0014,0,0,0,0,0.0029,0.0048,0.0013,7e-4,0,0,0.0016,0.0116,0.0012,1e-4,7e-4,0.0021,0.091,0.0562,0.0293,0.09240000000000001,0.0677,0.0165,0.060200000000000004,0.0847,0.22390000000000002,0.1925,0.0639,0.0199,0.0887,0.0378,0.0835,0.035,0.0788,0.0167,0.13319999999999999,0.043300000000000005,0.0441,0.20579999999999998,0.1014,0.1315
50,136169,135363,0.20866115555949558,0.7913388444405044,0.4954,0.5046,30.31111111111111,85720.44444444444,0.1969,0.8031,0.1906,0.8094,0.2659,0.33649999999999997,0.16490000000000002,0.0776,0.0708,0.0844,0.7337,0.0775,0.0388,0.013,8e-4,4e-4,0.0456,3e-4,0,0,0.0028,0.0519,0.0221,0.0129,0.10650000000000001,0.5049,0.401,0.1039,0.4951,0.3016,0.1935,0.4773,0.4438,0.031100000000000003,0.0479,0.1325,0.1956,0.1121,0.0337,0.3428,0.18339999999999998,0.7876,0.0282,0.1842,0.9286000000000001,0.7033,0.26730000000000004,0.0714,0.4569,0.2112,0.1339,0.0089,6e-4,0.0075,0.0024,0.0057,0.2507,8e-4,0.0018,4e-4,0.0066,0.0693,9e-4,0.0012,0,0,9e-4,0.0011,0.0012,0.0032,0.0028,0.0117,0.0036,0.0038,0,0,2e-4,2e-4,0.0012,0.0018,0.001,2e-4,0,0,0.0015,0.0016,0.0148,0.0011,4e-4,0.0467,7e-4,1e-4,0.002,5e-4,4e-4,0.0995,0,1e-4,0,0.0025,0.0384,0,5e-4,0,0,1e-4,1e-4,8e-4,0.0019,6e-4,0.0067,8e-4,0.0011,0,0,2e-4,0,4e-4,0.001,2e-4,1e-4,0,0,8e-4,8e-4,0.0038,3e-4,1e-4,2e-4,0.0332,0.0419,0.027700000000000002,0.0942,0.0235,0.089,0.0964,0.2354,0.186,0.1073,0.042,0.0234,0.246,0.0726,0.2574,0.0254,0.0205,0.0109,0.0394,0.0185,0.0267,0.2029,0.0353,0.0446
51,119874,116954,0.26510422901311625,0.7348957709868837,0.4967,0.5033,34.3969696969697,62468.03125,0.2235,0.7765,0.2696,0.7304,0.2371,0.2781,0.1511,0.1215,0.09889999999999999,0.113,0.2589,0.2017,0.0682,0.0145,0.0015,0.0061,0.2055,7e-4,0.0027,0,0.006,0.1939,0.0194,0.0207,0.17400000000000002,0.6557,0.4221,0.2337,0.3443,0.234,0.1103,0.4359,0.46230000000000004,0.043000000000000003,0.0587,0.334,0.2221,0.09720000000000001,0.0395,0.1808,0.1263,0.7144,0.0508,0.2348,0.8185,0.48939999999999995,0.3611,0.1815,0.2895,0.4215,0.428,0.004,0.0021,0.0029,7e-4,0.0021,0.0238,2e-4,6e-4,0.0024,0.0142,0.0098,8e-4,0.0027,0,9e-4,0.0013,0.0018,0.0024,0.0095,0.0025,0.1456,0.0013,0.0026,5e-4,0,8e-4,1e-4,0.0023,0.0028,0.003,6e-4,0,0,0.0028,0.0305,0.0033,0.0017,3e-4,0.2401,0.0011,2e-4,8e-4,5e-4,3e-4,0.0091,0,0,9e-4,0.0104,0.0054,2e-4,0.002,0,2e-4,4e-4,5e-4,0.0011,0.0058,0.001,0.1168,7e-4,0.001,0,0,5e-4,0,0.001,0.0016,0.0012,4e-4,0,0,0.0019,0.0148,7e-4,7e-4,2e-4,9e-4,0.0688,0.057499999999999996,0.020999999999999998,0.0969,0.0487,0.042300000000000004,0.0551,0.1162,0.22469999999999998,0.1735,0.0699,0.0244,0.125,0.0419,0.1537,0.0371,0.045,0.0193,0.11460000000000001,0.0482,0.0426,0.181,0.07300000000000001,0.11860000000000001
52,130606,126298,0.4316141189884242,0.5683858810115758,0.4813,0.5187,36.05833333333333,136587.22222222222,0.0388,0.9612,0.0686,0.9314,0.1952,0.28690000000000004,0.1956,0.1207,0.09430000000000001,0.1074,0.6714,0.0633,0.0777,0.0079,7e-4,0.0011,0.0835,0.001,4e-4,0,0.0051,0.035,0.0446,0.0082,0.046400000000000004,0.5175,0.4273,0.0902,0.4825,0.3294,0.15310000000000001,0.4153,0.49920000000000003,0.0299,0.0555,0.0575,0.0758,0.0645,0.0272,0.3668,0.4082,0.8138,0.0378,0.1484,0.9588,0.8786,0.09720000000000001,0.0411,0.7447,0.067,0.1205,0.0199,0.0039,0.0121,0.0037,0.0078,8e-4,0.0025,0.0044,0.0036,0.0064,0.0037,8e-4,0.0011,1e-4,0.002,7e-4,0.0032,0.0017,0.0022,0.0039,0.0219,0.005,0.0046,0,0,4e-4,1e-4,0.001,0.0026,0.0017,4e-4,0,0,8e-4,0.0066,0.0039,6e-4,8e-4,0.0385,0.0031,0.002,0.0016,3e-4,8e-4,4e-4,1e-4,2e-4,5e-4,0.0018,0.0015,1e-4,3e-4,0,4e-4,2e-4,1e-4,1e-4,4e-4,9e-4,0.0076,0.0017,0.0017,0,0,1e-4,0,0,2e-4,1e-4,2e-4,0,0,1e-4,0.0015,5e-4,0,0,0.001,0.0211,0.0282,0.0147,0.0662,0.0123,0.0991,0.1249,0.2801,0.2017,0.0827,0.0361,0.0319,0.3091,0.0958,0.3224,0.046,0.009600000000000001,0.0089,0.017,0.0098,0.0153,0.1286,0.014799999999999999,0.022600000000000002
53,121267,118940,0.11713468975954262,0.8828653102404573,0.5022,0.4978,30.893333333333334,61700.03333333333,0.2474,0.7526,0.2793,0.7207,0.2066,0.3829,0.1379,0.0999,0.0782,0.09469999999999999,0.3245,0.1671,0.0836,0.0463,0.002,0.0081,0.0812,8e-4,7e-4,3e-4,0.0036,0.2434,0.0193,0.0192,0.0936,0.5202,0.2768,0.2434,0.4798,0.2625,0.2173,0.5705,0.32689999999999997,0.0384,0.06409999999999999,0.2458,0.22260000000000002,0.11630000000000001,0.0436,0.2667,0.10500000000000001,0.7327,0.0501,0.2172,0.8511,0.5849,0.304,0.1488,0.3678,0.3141,0.4898,0.006,8e-4,0.005,0.0011,0.0029,0.0329,4e-4,7e-4,5e-4,0.005,0.0104,4e-4,9e-4,1e-4,1e-4,4e-4,0.0019,5e-4,0.0037,0.0025,0.0412,0.0038,0.0028,0,0,7e-4,1e-4,0.0011,0.0051,0.0036,0.0011,0,0,1e-4,0.0023,0.004,3e-4,1e-4,0.2469,8e-4,2e-4,0.0016,5e-4,6e-4,0.0128,0,0,0,0.0027,0.0069,0,3e-4,1e-4,1e-4,1e-4,0,1e-4,0.0027,4e-4,0.0289,0.0011,8e-4,0,0,1e-4,0,4e-4,0.0029,0.001,3e-4,0,0,0,0.0011,7e-4,0,0,0.0024000000000000002,0.045700000000000005,0.0423,0.023,0.1056,0.0418,0.07880000000000001,0.061200000000000004,0.1999,0.17930000000000001,0.1456,0.0518,0.022699999999999998,0.15439999999999998,0.0581,0.2039,0.0177,0.0463,0.0212,0.0802,0.0459,0.0383,0.1901,0.057999999999999996,0.0859
54,134824,133568,0.29711457834211785,0.7028854216578821,0.4911,0.5089,32.88717948717949,52475.86842105263,0.2097,0.7903,0.2946,0.7054,0.2248,0.3126,0.1332,0.1211,0.1086,0.0994,0.0987,0.2298,0.2964,0.0614,0.0015,0.0029,0.0554,4e-4,0,5e-4,0.0092,0.2089,0.0145,0.0203,0.13799999999999998,0.6345,0.3195,0.315,0.3655,0.2505,0.1151,0.5281,0.3705,0.041299999999999996,0.0601,0.2149,0.3674,0.1441,0.0643,0.15310000000000001,0.0562,0.6946,0.038,0.2674,0.8768,0.5787,0.344,0.1232,0.4318,0.2341,0.4925,0.0048,0.009,0.001,8e-4,2e-4,1e-4,7e-4,1e-4,2e-4,0.0013,5e-4,2e-4,0,0,1e-4,1e-4,0.0016,7e-4,0.0269,0.0026,0.0147,0.0011,0.0016,0,0,0,0,2e-4,7e-4,1e-4,1e-4,0,2e-4,3e-4,0.0014,6e-4,0.0036,3e-4,0.1986,0.002,0.0035,1e-4,3e-4,1e-4,1e-4,1e-4,1e-4,0,9e-4,2e-4,0,0,0,0,0,9e-4,4e-4,0.0127,5e-4,0.0098,0.0011,4e-4,0,0,0,0,0,5e-4,1e-4,0,0,0,3e-4,4e-4,0,8e-4,2e-4,0.0017,0.0676,0.0332,0.0213,0.1152,0.08729999999999999,0.0345,0.0493,0.1154,0.2491,0.1298,0.0572,0.0382,0.0907,0.0288,0.1354,0.0303,0.0776,0.031100000000000003,0.0771,0.052500000000000005,0.046700000000000005,0.20950000000000002,0.0886,0.13169999999999998
55,124991,117406,0.21047476278895458,0.7895252372110454,0.4419,0.5581,34.64411764705882,38244.117647058825,0.2598,0.7402,0.4003,0.5997,0.23459999999999998,0.2794,0.1368,0.1308,0.10810000000000002,0.1099,0.053900000000000003,0.0568,0.6908,0.047,7e-4,0.0012,0.0149,8e-4,3e-4,0,0.0031,0.1019,0.014,0.0145,0.06470000000000001,0.5524,0.1764,0.376,0.4476,0.3778,0.0698,0.5946,0.28049999999999997,0.0574,0.0677,0.22560000000000002,0.3484,0.158,0.0781,0.1334,0.0565,0.6076,0.0711,0.3212,0.8865999999999999,0.48769999999999997,0.4464,0.1135,0.7464,0.0955,0.1814,0.0099,0.0246,0.0012,8e-4,1e-4,5e-4,9e-4,0,0,6e-4,0,1e-4,4e-4,1e-4,2e-4,0,0,7e-4,0.0044,0.0013,0.0046,2e-4,0.0013,1e-4,0,0,1e-4,0,2e-4,7e-4,1e-4,0,1e-4,0,0.0033,4e-4,0.015,4e-4,0.0687,0.0038,0.0091,2e-4,6e-4,0,2e-4,3e-4,0,0,1e-4,0,0,3e-4,0,1e-4,0,0,0,0.0013,4e-4,0.003,0,6e-4,0,0,0,1e-4,0,0,1e-4,0,0,0,0,0.0014,0,0.0052,0,9e-4,0.0462,0.0253,0.0156,0.0989,0.0897,0.0326,0.0518,0.1132,0.32180000000000003,0.09,0.0591,0.055,0.0882,0.0295,0.1371,0.0407,0.1142,0.0618,0.0553,0.0563,0.0493,0.2017,0.0624,0.10350000000000001
56,120685,119212,0.26249035332013554,0.7375096466798644,0.4502,0.5498,33.24848484848485,53573.21212121212,0.2287,0.7713,0.3012,0.6988,0.2087,0.3223,0.13690000000000002,0.1226,0.1006,0.10919999999999999,0.1493,0.0463,0.6008,0.0426,0.0018,0.0016,0.0324,3e-4,2e-4,8e-4,0.0029,0.0789,0.0257,0.0165,0.060099999999999994,0.5415,0.2075,0.3341,0.4585,0.3196,0.1388,0.5787,0.2894,0.053599999999999995,0.0784,0.16659999999999997,0.2587,0.15460000000000002,0.0661,0.227,0.1266,0.6986,0.0595,0.2419,0.9022,0.6191,0.3357,0.0979,0.776,0.093,0.1521,0.0116,0.013,0.0014,3e-4,0.001,0.002,1e-4,8e-4,1e-4,0.0018,1e-4,0,5e-4,0,7e-4,0,1e-4,0.0012,0.0074,2e-4,0.0069,8e-4,0.0016,0,0,0,0,1e-4,0.0024,7e-4,1e-4,0,0,0,0.0046,7e-4,0.0113,2e-4,0.0678,0.0029,0.0052,4e-4,1e-4,2e-4,6e-4,0,1e-4,0,6e-4,0,0,0,0,0,0,0,4e-4,0.005,0,0.0044,2e-4,1e-4,0,0,0,0,0,4e-4,0,1e-4,0,0,0,0.0023,2e-4,0.002,0,6.000000000000001e-4,0.0292,0.0236,0.0161,0.1053,0.0779,0.0584,0.056499999999999995,0.1453,0.2712,0.1197,0.0513,0.044700000000000004,0.1418,0.042,0.2105,0.0342,0.0643,0.038,0.0526,0.0338,0.0432,0.2146,0.038099999999999995,0.08710000000000001
57,154207,149208,0.2727199613961718,0.7272800386038282,0.4602,0.5398,34.44054054054054,84658.35135135135,0.1359,0.8641,0.1765,0.8235,0.1731,0.3465,0.16219999999999998,0.1136,0.09149999999999998,0.113,0.3704,0.0475,0.3732,0.022,0.0012,0.002,0.0773,4e-4,2e-4,1e-4,0.0057,0.0477,0.0393,0.0132,0.0564,0.4631,0.2709,0.1922,0.5369,0.357,0.1799,0.5448,0.3446,0.0414,0.0692,0.11779999999999999,0.15719999999999998,0.1135,0.0476,0.3162,0.24760000000000001,0.7674,0.0503,0.1823,0.9358,0.753,0.21689999999999998,0.06420000000000001,0.7337,0.0965,0.1222,0.0179,0.0173,0.0043,0.0012,0.004,0.0116,0.001,6e-4,0.0011,0.0038,0.0012,7e-4,9e-4,1e-4,0.0012,5e-4,0.0021,0.0014,0.0067,0.0019,0.028,0.0046,0.0039,0,0,7e-4,0,6e-4,0.0029,0.0014,0.0011,0,4e-4,1e-4,0.007,0.0032,0.0105,3e-4,0.0396,0.0046,0.0088,7e-4,2e-4,1e-4,0.0047,3e-4,1e-4,1e-4,0.0011,2e-4,2e-4,1e-4,0,1e-4,0,3e-4,4e-4,0.0033,7e-4,0.018,0.0016,0.0011,0,0,5e-4,0,0,8e-4,5e-4,1e-4,0,0,0,0.0041,0.0011,0.0031,0,9e-4,0.0231,0.0288,0.0129,0.0751,0.0406,0.0843,0.07930000000000001,0.2168,0.2456,0.0966,0.0534,0.0424,0.2233,0.08080000000000001,0.2717,0.0369,0.0376,0.0219,0.0332,0.026099999999999998,0.0295,0.1618,0.023600000000000003,0.0535
58,128901,126132,0.45699743126248693,0.5430025687375131,0.4418,0.5582,40.49111111111111,64431.97777777778,0.1021,0.8979,0.1687,0.8313,0.20929999999999996,0.2243,0.13069999999999998,0.13269999999999998,0.1371,0.16589999999999996,0.0241,0.0155,0.8709,0.0236,0.0019,2e-4,0.0145,7e-4,0,0,0.0039,0.0305,0.0109,0.0033,0.0766,0.6828,0.3159,0.3669,0.3172,0.2822,0.0351,0.4567,0.39070000000000005,0.06,0.09259999999999999,0.1382,0.3307,0.1868,0.0861,0.177,0.0815,0.7418,0.0485,0.2097,0.8857999999999999,0.6436000000000001,0.2677,0.1142,0.8085,0.0848,0.049,0.0137,0.099,8e-4,0,2e-4,5e-4,7e-4,0,0,0.001,2e-4,1e-4,0,0,0,0,4e-4,0.0012,0.0026,0.0011,0.0036,3e-4,2e-4,0,0,1e-4,0,1e-4,0,9e-4,0,0,7e-4,3e-4,0.0027,7e-4,0.0111,4e-4,0.0155,0.0063,0.0511,5e-4,0,1e-4,1e-4,0,0,0,6e-4,1e-4,0,0,0,0,0,2e-4,7e-4,0.0013,2e-4,0.0024,2e-4,1e-4,0,0,1e-4,0,0,0,1e-4,0,0,0,1e-4,0.0015,1e-4,0.0034,1e-4,0.001,0.0559,0.0159,0.0121,0.0785,0.10350000000000001,0.0186,0.0576,0.0879,0.3969,0.0628,0.0596,0.0498,0.0917,0.0234,0.1238,0.0789,0.13419999999999999,0.0508,0.0351,0.0491,0.044500000000000005,0.1832,0.0822,0.1033
