73,99551,98126,0.5705419562603183,0.42945804373968166,0.4496,0.5504,47.91923076923077,163470.8,0.0218,0.9782,0.0136,0.9864,0.12279999999999999,0.2215,0.1304,0.12040000000000001,0.12789999999999999,0.27709999999999996,0.7922,0.0555,0.0118,0.001,0.0012,3e-4,0.1051,3e-4,0,3e-4,0.0022,0.0066,0.0201,0.0037,0.0234,0.4288,0.3756,0.0532,0.5712,0.4941,0.0771,0.3534,0.4956,0.0612,0.0897,0.023600000000000003,0.046099999999999995,0.0675,0.0196,0.4008,0.44239999999999996,0.8282,0.0226,0.1492,0.9744,0.9401999999999999,0.0469,0.0257,0.767,0.039,0.0497,0.0387,0,0.0133,0.0076,0.013,4e-4,0.0027,0.0016,0.0047,0.0109,0.0011,0.0022,0.0036,4e-4,0.002,0.0016,0.004,0.0014,0.0015,0.0034,0.0246,0.0105,0.0086,3e-4,0,7e-4,0,3e-4,0.0024,0.0056,1e-4,0,0,0.0011,0.0044,0.0098,5e-4,5e-4,0.0063,0.0052,0,0.0017,0.0015,0.0015,1e-4,2e-4,0,6e-4,0.0017,2e-4,0,0.0016,0,2e-4,0,7e-4,9e-4,0,5e-4,0.0066,0.0048,0.002,2e-4,0,0,0,0,4e-4,3e-4,1e-4,0,0,0,8e-4,7e-4,1e-4,1e-4,7e-4,0.014,0.030699999999999998,0.0274,0.0581,0.0158,0.0629,0.2577,0.2601,0.1662,0.057800000000000004,0.027299999999999998,0.0215,0.401,0.07350000000000001,0.2188,0.0634,0.0048000000000000004,0.0043,0.0135,0.0070999999999999995,0.0153,0.17830000000000001,0.009,0.0111
74,136474,131773,0.17914140225994704,0.820858597740053,0.4817,0.5183,36.542857142857144,88178.14285714286,0.1301,0.8699,0.1299,0.8701,0.1094,0.38209999999999994,0.1345,0.1106,0.10959999999999999,0.15389999999999998,0.5383,0.0911,0.0751,0.0082,4e-4,0.001,0.1691,0.0013,5e-4,0,0.0031,0.0775,0.0251,0.0092,0.0419,0.3389,0.2299,0.109,0.6611,0.514,0.1471,0.5694,0.3197,0.0471,0.0638,0.0937,0.1186,0.094,0.0314,0.3803,0.28180000000000005,0.7559,0.0286,0.2155,0.9445,0.8093999999999999,0.1555,0.0556,0.6288,0.135,0.1725,0.0187,5e-4,0.006,0.0034,0.005,5e-4,9e-4,0.0019,0.0026,0.0088,0.0077,4e-4,0.0035,4e-4,0.0021,0.0024,0.0058,0.0027,0.0073,0.0013,0.0672,0.0111,0.0123,1e-4,0,5e-4,0,7e-4,0.0037,0.0063,0.0026,0,1e-4,0.001,0.0048,0.0036,0.003,0,0.0599,0.0026,0,5e-4,8e-4,5e-4,4e-4,0,3e-4,5e-4,0.0026,0.0025,1e-4,8e-4,0,1e-4,0,2e-4,8e-4,0.0031,4e-4,0.0436,0.0055,0.0046,0,0,0,0,1e-4,4e-4,0.0016,9e-4,0,0,0,0.0017,2e-4,3e-4,0,0.0012,0.0199,0.0292,0.0162,0.0589,0.0236,0.07680000000000001,0.176,0.24830000000000002,0.20299999999999999,0.0762,0.0395,0.0313,0.29710000000000003,0.094,0.2074,0.060700000000000004,0.021400000000000002,0.006500000000000001,0.0243,0.019,0.0324,0.1925,0.0197,0.025099999999999997
75,136805,130368,0.2923877025036819,0.7076122974963182,0.5129,0.4871,38.96969696969697,128395.75757575757,0.0517,0.9483,0.0797,0.9203,0.08259999999999999,0.37710000000000005,0.1541,0.1263,0.12309999999999999,0.13690000000000002,0.6287,0.0945,0.048,0.0051,6e-4,9e-4,0.1636,0.0012,5e-4,1e-4,0.0062,0.0242,0.0205,0.0059,0.040799999999999996,0.2964,0.2363,0.0601,0.7036,0.5609,0.1427,0.5455,0.3376,0.0333,0.0837,0.0478,0.0726,0.0732,0.0324,0.4079,0.3663,0.8104,0.0328,0.1568,0.9656999999999999,0.8828,0.0978,0.0343,0.6913,0.0863,0.0897,0.0238,5e-4,0.0101,0.0059,0.0088,1e-4,8e-4,0.0033,0.0025,0.0113,0.0059,0.0015,5e-4,9e-4,0.0017,5e-4,0.0095,9e-4,0.0034,0.0017,0.0466,0.0127,0.0221,1e-4,0,0.0015,1e-4,0.0021,0.0051,0.0039,1e-4,0,0,0.002,0.005,0.0113,0.013,2e-4,0.0256,0.0021,0,0.0028,0.0018,0.001,0,1e-4,3e-4,2e-4,0.0038,0.0015,3e-4,2e-4,2e-4,3e-4,1e-4,8e-4,1e-4,8e-4,5e-4,0.0186,0.0092,0.0108,0,0,4e-4,0,6e-4,5e-4,0.0012,1e-4,0,0,0,7e-4,5e-4,0.0012,0,4e-4,0.0134,0.030199999999999998,0.0189,0.0669,0.015899999999999997,0.0822,0.2296,0.2606,0.15310000000000001,0.0753,0.033100000000000004,0.020499999999999997,0.378,0.0788,0.2006,0.0476,0.0121,0.0085,0.0235,0.0124,0.0191,0.1844,0.011,0.024
76,155414,152500,0.3007672131147541,0.6992327868852459,0.4445,0.5555,39.044444444444444,119111.33333333333,0.0206,0.9794,0.0345,0.9655,0.14450000000000002,0.29100000000000004,0.1512,0.1274,0.1005,0.18560000000000001,0.7166,0.0696,0.0286,0.0044,0.0018,0.0011,0.1193,6e-4,4e-4,2e-4,0.0014,0.0264,0.0245,0.005,0.05029999999999999,0.4106,0.3539,0.0567,0.5894,0.4878,0.1015,0.4117,0.4597,0.0468,0.0817,0.0259,0.08,0.0759,0.0379,0.3714,0.40890000000000004,0.8358,0.0225,0.1417,0.9551999999999999,0.9055,0.060200000000000004,0.044899999999999995,0.7288,0.06760000000000001,0.0742,0.0277,4e-4,0.0102,0.0096,0.0125,4e-4,0.0018,0.002,0.0048,0.0168,0.0027,0.0064,0.0059,0.001,0.004,0.0013,0.0055,0.0012,0.0031,0.0069,0.0267,0.0082,0.0067,4e-4,1e-4,3e-4,0,8e-4,0.0072,0.0059,2e-4,0,0,0.0018,0.0051,0.0068,0.002,8e-4,0.0224,0.0057,1e-4,0.0021,0.0014,0.0016,0,4e-4,0,3e-4,0.0057,8e-4,0.003,0.0019,9e-4,9e-4,4e-4,6e-4,0,5e-4,0.0018,0.0082,0.0029,0.0014,4e-4,1e-4,2e-4,0,0,0.0013,0.001,0,0,0,7e-4,2e-4,5e-4,2e-4,0,0,0.017499999999999998,0.029400000000000003,0.0278,0.0514,0.0152,0.0659,0.20900000000000002,0.2056,0.2535,0.057800000000000004,0.0438,0.0231,0.3258,0.08629999999999999,0.1977,0.1037,0.0103,0.0038000000000000004,0.0127,0.0048000000000000004,0.0285,0.1987,0.0095000000000000015,0.0183
77,123489,120362,0.04990777820242269,0.9500922217975774,0.4615,0.5385,32.37692307692308,31941.84,0.3295,0.6705,0.4752,0.5248,0.2746,0.2749,0.12210000000000001,0.1232,0.1073,0.09849999999999998,0.0184,0.1035,0.3102,0.0839,0.0032,0.0052,0.0092,4e-4,2e-4,4e-4,0.0043,0.424,0.0071,0.0302,0.15810000000000002,0.6464,0.2224,0.4239,0.3536,0.3081,0.0456,0.5211,0.3432,0.0389,0.0968,0.32099999999999995,0.2858,0.18119999999999997,0.0632,0.1095,0.039299999999999995,0.6211,0.0809,0.298,0.8661,0.38029999999999997,0.54,0.1339,0.3151,0.3285,0.5704,0.0246,0.005,4e-4,2e-4,3e-4,1e-4,1e-4,0,3e-4,2e-4,1e-4,0,0,1e-4,0,0,0,6e-4,0.0032,0.0024,0.0019,4e-4,1e-4,0,0,0,0,0,0.0014,0.0025,0,0,3e-4,0,0.0033,0,0.0671,1e-4,0.2838,0.0118,0.0011,0,1e-4,0,0,0,0,1e-4,1e-4,1e-4,0,0,1e-4,0,0,0,2e-4,0.0017,0.0012,0.0012,0,1e-4,0,0,0,0,0,2e-4,4e-4,0,0,2e-4,0,0.0025,0,0.0235,1e-4,9e-4,0.0382,0.024399999999999998,0.0167,0.11979999999999999,0.0955,0.012900000000000002,0.056400000000000006,0.0991,0.325,0.1295,0.0566,0.0247,0.06620000000000001,0.014600000000000002,0.08779999999999999,0.026500000000000003,0.1361,0.0432,0.0745,0.0927,0.0499,0.1995,0.0551,0.1538
78,132023,127609,0.07357631515018533,0.9264236848498146,0.4743,0.5257,31.629166666666666,37254.166666666664,0.293,0.707,0.4454,0.5546,0.2657,0.3012,0.11699999999999999,0.11600000000000002,0.09999999999999999,0.10040000000000002,0.074,0.1213,0.1571,0.0454,0.0028,0.0024,0.0263,0.0018,4e-4,0.0017,0.0051,0.526,0.0112,0.0245,0.1659,0.6446,0.243,0.4016,0.3554,0.2946,0.0608,0.5158,0.34819999999999995,0.0416,0.0945,0.31170000000000003,0.2863,0.1809,0.0654,0.1021,0.0537,0.6532,0.0869,0.2599,0.8442,0.41579999999999995,0.4737,0.1557,0.2831,0.3261,0.6052,0.0126,0.0016,0.0039,5e-4,2e-4,3e-4,0.0013,0,0.0013,0.0026,3e-4,0.0041,0.0023,2e-4,7e-4,2e-4,6e-4,0.0035,0.0064,0.018,0.0046,3e-4,0.005,5e-4,0,2e-4,0,0.0054,0.0026,0.002,0,0,0,0,0.0033,1e-4,0.027,2e-4,0.2729,0.0059,7e-4,0.0014,1e-4,0,1e-4,1e-4,0,6e-4,0.002,2e-4,0.0017,7e-4,1e-4,4e-4,2e-4,4e-4,0.0014,0.0031,0.0097,0.0033,3e-4,0.0037,4e-4,0,2e-4,0,0.0041,7e-4,8e-4,0,0,0,0,0.0016,0,0.0092,1e-4,0.0011,0.0623,0.036699999999999997,0.019799999999999998,0.1254,0.0665,0.012199999999999999,0.066,0.0771,0.2963,0.1491,0.0653,0.022199999999999998,0.0696,0.017,0.0798,0.023,0.1023,0.0316,0.09690000000000001,0.0833,0.05109999999999999,0.22010000000000002,0.0811,0.1442
79,139707,136087,0.10152329024815009,0.8984767097518499,0.4625,0.5375,32.225806451612904,28108.90322580645,0.335,0.665,0.4869,0.5131,0.2824,0.2627,0.1245,0.11829999999999999,0.1083,0.10389999999999999,0.0155,0.1146,0.3678,0.0888,0.003,0.005,0.007,2e-4,0,0.0014,0.0022,0.3576,0.0076,0.0293,0.11739999999999999,0.6321,0.2243,0.4078,0.3679,0.335,0.0329,0.5312,0.3353,0.049800000000000004,0.0838,0.3259,0.2786,0.1814,0.0709,0.1094,0.0337,0.5971,0.0791,0.3239,0.8777999999999999,0.4037,0.5527,0.1222,0.3811,0.2656,0.5281,0.0164,0.0051,4e-4,1e-4,2e-4,0,2e-4,0,2e-4,1e-4,2e-4,0,3e-4,0,1e-4,0,5e-4,1e-4,0.0035,3e-4,0.0018,6e-4,5e-4,0,0,4e-4,0,4e-4,0,7e-4,1e-4,0,1e-4,0,0.0017,0,0.0558,0.0011,0.2323,0.0052,6e-4,2e-4,0,2e-4,0,1e-4,0,0,1e-4,0,0,0,0,0,0,3e-4,0,0.0017,1e-4,0.0013,3e-4,3e-4,0,0,1e-4,0,2e-4,0,7e-4,0,0,0,0,0.0016,0,0.0196,7e-4,9e-4,0.041299999999999996,0.0337,0.0235,0.12469999999999999,0.08399999999999999,0.0109,0.0577,0.0895,0.3308,0.1141,0.0495,0.039599999999999996,0.06839999999999999,0.013000000000000001,0.082,0.0245,0.1274,0.0533,0.0712,0.0895,0.0605,0.22860000000000003,0.0466,0.1349
80,124583,121226,0.29916024615181563,0.7008397538481844,0.4767,0.5233,38.69722222222222,58453.61111111111,0.1667,0.8333,0.2724,0.7276,0.21889999999999998,0.25229999999999997,0.1447,0.1278,0.1142,0.142,0.1924,0.1226,0.2122,0.0347,0.0024,0.0061,0.087,0.002,0,5e-4,0.0081,0.2904,0.0141,0.0275,0.1193,0.6487,0.3415,0.3072,0.3513,0.3162,0.0351,0.435,0.4226,0.055,0.0873,0.22460000000000002,0.2846,0.1642,0.0752,0.1599,0.0913,0.7023,0.07,0.2277,0.8858,0.5903,0.35760000000000003,0.11420000000000001,0.4045,0.2554,0.3967,0.0037,0.0031,0.0263,9e-4,0.0011,5e-4,1e-4,0,6e-4,0.0043,0.0017,0.0023,0.0034,2e-4,1e-4,6e-4,0.0025,0.0076,0.021,0.0428,0.01,2e-4,0.002,0.0037,0,8e-4,0,0.0081,0.0025,0.0101,3e-4,0,1e-4,0.0019,0.0172,5e-4,0.0185,0,0.1629,0.0013,8e-4,0.009,5e-4,1e-4,2e-4,0,0,4e-4,0.0026,0.0011,0.0012,0.0024,1e-4,1e-4,1e-4,5e-4,0.0035,0.0119,0.0195,0.0069,0,0.0014,0.0018,0,6e-4,0,0.006,0.0012,0.0031,1e-4,0,0,8e-4,0.0101,3e-4,0.0049,0,5e-4,0.0603,0.0448,0.013399999999999999,0.1203,0.08080000000000001,0.0179,0.0636,0.0889,0.31720000000000004,0.10439999999999999,0.055099999999999996,0.0327,0.109,0.025599999999999998,0.1035,0.059399999999999994,0.0666,0.0335,0.0621,0.0598,0.057999999999999996,0.2259,0.08209999999999999,0.1149
81,129270,123072,0.3224616484659386,0.6775383515340614,0.4683,0.5317,40.8,69225.9696969697,0.1303,0.8697,0.2019,0.7981,0.2115,0.2304,0.1298,0.12239999999999998,0.11470000000000001,0.1914,0.3241,0.1302,0.1781,0.0403,9e-4,0.0029,0.0555,0.0017,6e-4,2e-4,0.0081,0.2053,0.02,0.0319,0.0931,0.5828,0.3509,0.232,0.4172,0.3529,0.0642,0.3954,0.4266,0.0707,0.1074,0.17880000000000001,0.2286,0.1523,0.0518,0.1978,0.1908,0.7346,0.0548,0.2106,0.9068,0.6693000000000001,0.271,0.09330000000000001,0.521,0.1819,0.333,0.0065,0.0026,0.0071,0.0014,0.002,0.0011,8e-4,4e-4,0.006,0.0112,0.0018,0.0018,0.0038,8e-4,0.0025,0.0013,0.0033,0.0049,0.0085,0.012,0.0097,0.0025,0.0054,1e-4,0,4e-4,0,0.0014,0.0029,0.0095,0.0011,0,0,0.0033,0.0029,0.0062,0.0207,1e-4,0.1301,0.0012,5e-4,0.0024,1e-4,3e-4,3e-4,0,0,8e-4,0.0063,5e-4,5e-4,0.0016,2e-4,4e-4,9e-4,0.0014,0.0014,0.0054,0.0036,0.0052,0.0017,0.0039,1e-4,0,4e-4,0,0.001,7e-4,0.002,4e-4,0,0,0.002,0.0013,0.0012,0.0041,0,0.0018,0.0458,0.0263,0.0146,0.07289999999999999,0.051699999999999996,0.0286,0.0828,0.12179999999999999,0.35059999999999997,0.1041,0.057,0.042300000000000004,0.14700000000000002,0.0442,0.1526,0.07919999999999999,0.0663,0.0313,0.0601,0.0545,0.042300000000000004,0.1862,0.057,0.0793
82,135427,131321,0.5022349814576496,0.49776501854235045,0.4689,0.5311,41.372727272727275,69041.9375,0.0994,0.9006,0.1617,0.8383,0.18599999999999997,0.21430000000000002,0.1327,0.1367,0.13119999999999998,0.19920000000000002,0.2591,0.1542,0.2475,0.0349,3e-4,0.0045,0.0549,0.0018,5e-4,0,0.0063,0.1923,0.0141,0.0296,0.061,0.6063,0.3375,0.2688,0.3937,0.3623,0.0314,0.3886,0.4139,0.0829,0.11449999999999999,0.1651,0.2797,0.1796,0.1035,0.1637,0.1085,0.733,0.0502,0.2168,0.9145,0.7339,0.2419,0.08549999999999999,0.5736,0.1404,0.2847,0.003,0.0016,0.032,4e-4,0.0018,4e-4,5e-4,1e-4,0.007,0.0023,0.0032,0.0024,0.001,0,0,0,0.0012,0.0034,0.0192,0.0104,0.0079,2e-4,0.0018,6e-4,0,5e-4,0,0.0032,0.0018,0.0064,1e-4,0,4e-4,0.0011,0.003,6e-4,0.0239,1e-4,0.0825,0.0011,5e-4,0.0137,0,5e-4,2e-4,2e-4,0,0.0024,0.0016,0.0011,0.0014,5e-4,0,0,0,7e-4,7e-4,0.0097,0.0029,0.005,1e-4,0.0013,3e-4,0,3e-4,0,0.0022,0.0011,0.0014,0,0,4e-4,3e-4,0.0011,0,0.0072,0,0.002,0.0541,0.0296,0.0134,0.087,0.0689,0.0208,0.07830000000000001,0.0877,0.3548,0.0941,0.0422,0.0672,0.121,0.0238,0.12209999999999999,0.06369999999999999,0.065,0.0548,0.0511,0.0415,0.0402,0.2566,0.077,0.0834
83,134590,132427,0.4284096143535684,0.5715903856464316,0.4479,0.5521,37.081818181818186,57518.42424242424,0.17,0.83,0.2795,0.7205,0.2353,0.24659999999999999,0.1202,0.1293,0.12980000000000003,0.1387,0.0237,0.0745,0.6744,0.0481,0.0039,0.0068,0.0205,3e-4,0,1e-4,0.0116,0.1054,0.0104,0.0202,0.09639999999999999,0.7056,0.3105,0.3951,0.2944,0.2592,0.0351,0.4841,0.3729,0.0582,0.0849,0.20550000000000002,0.2989,0.18030000000000002,0.09,0.1457,0.0794,0.6834,0.0709,0.2457,0.8973,0.6138,0.35209999999999997,0.1028,0.7253,0.0876,0.1831,0.0124,0.0112,0.0022,0.0027,3e-4,0,0,0,2e-4,3e-4,4e-4,1e-4,3e-4,0,0,1e-4,2e-4,0.0015,0.0024,0.0026,0.0014,0,7e-4,0.0026,0,0,3e-4,6e-4,4e-4,0.0024,4e-4,0,2e-4,0,0.0011,0,0.0447,0,0.0615,0.0036,0.0021,6e-4,8e-4,0,0,0,0,0,3e-4,3e-4,1e-4,0,0,0,0,0,4e-4,0.0021,0.0014,8e-4,0,6e-4,6e-4,0,0,2e-4,2e-4,3e-4,0.0012,4e-4,0,0,0,6e-4,0,0.0095,0,1e-4,0.053500000000000006,0.0273,0.0132,0.10500000000000001,0.0867,0.0148,0.0536,0.0789,0.3932,0.0767,0.0514,0.0455,0.091,0.0215,0.1127,0.0723,0.1181,0.039,0.048,0.0558,0.047,0.2188,0.0688,0.10690000000000001
84,136933,133251,0.06427719116554473,0.9357228088344552,0.4818,0.5182,31.886206896551723,27258.5,0.3787,0.6213,0.4939,0.5061,0.2888,0.2757,0.1288,0.1284,0.0955,0.08290000000000002,0.0251,0.1265,0.2525,0.0589,9e-4,0.0058,0.0108,8e-4,8e-4,0.0015,0.0047,0.4735,0.0061,0.032,0.15779999999999997,0.6325,0.2161,0.4164,0.3675,0.3274,0.0402,0.5481,0.3238,0.0431,0.08510000000000001,0.3703000000000001,0.2817,0.1581,0.0627,0.0948,0.032299999999999995,0.6039,0.0748,0.3213,0.8316,0.3507,0.5295,0.1684,0.282,0.363,0.6451,0.0137,0.0014,4e-4,2e-4,2e-4,2e-4,0,0,0,0,2e-4,0,0,0,1e-4,0,2e-4,6e-4,0.0045,0.0031,0.0049,2e-4,1e-4,0,0,0,0,4e-4,6e-4,5e-4,1e-4,0,5e-4,0,0.0028,0,0.0339,0.0042,0.3326,0.0065,7e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-4,0.0024,4e-4,0.0042,1e-4,0,0,0,0,0,1e-4,3e-4,0,1e-4,0,2e-4,0,0.0019,0,0.0111,0.002,0.0023,0.0506,0.037500000000000006,0.0156,0.1085,0.0737,0.0123,0.0546,0.10120000000000001,0.2957,0.16090000000000002,0.059899999999999995,0.027200000000000002,0.0616,0.0118,0.0884,0.023899999999999998,0.11599999999999999,0.0387,0.1046,0.0929,0.0485,0.2097,0.0739,0.1301
85,120101,111507,0.1830199000959581,0.8169800999040419,0.4993,0.5007,33.625,34590.92592592593,0.2922,0.7078,0.4282,0.5718,0.25189999999999996,0.27699999999999997,0.12969999999999998,0.1239,0.10540000000000001,0.1122,0.0247,0.1735,0.3,0.0512,0.0035,0.0067,0.0165,9e-4,0,0,0.0032,0.3799,0.0065,0.0334,0.10420000000000001,0.6719,0.2318,0.44,0.3281,0.2896,0.0385,0.5607,0.30279999999999996,0.0519,0.0847,0.32970000000000005,0.28200000000000003,0.17470000000000002,0.0725,0.1028,0.0385,0.6115,0.0705,0.318,0.8578,0.4534,0.4788,0.1424,0.4211,0.2872,0.5355,0.008,0.003,7e-4,8e-4,0,0,1e-4,0,0,4e-4,1e-4,0,0,0,0,0,2e-4,3e-4,0.0017,9e-4,0.003,0.0016,0.0013,2e-4,0,0,0,0.0012,2e-4,2e-4,1e-4,0,0,0,0.0013,2e-4,0.0181,0,0.2671,0.0034,0.0011,4e-4,1e-4,0,0,0,0,0,2e-4,1e-4,0,0,0,0,0,1e-4,1e-4,7e-4,8e-4,0.0023,0.0011,6e-4,2e-4,0,0,0,9e-4,1e-4,0,1e-4,0,0,0,8e-4,2e-4,0.0068,0,3e-4,0.0563,0.0314,0.0172,0.1195,0.0861,0.008,0.061200000000000004,0.0811,0.3225,0.1199,0.0651,0.0316,0.0658,0.017,0.0901,0.039599999999999996,0.11059999999999999,0.04870000000000001,0.0829,0.0663,0.0513,0.2098,0.0763,0.1414
86,133201,129499,0.04971466961134835,0.9502853303886516,0.4683,0.5317,30.97241379310345,32485.44827586207,0.3141,0.6859,0.493,0.507,0.2874,0.28380000000000005,0.12090000000000001,0.13380000000000003,0.0903,0.08389999999999999,0.0115,0.121,0.2321,0.1112,0.0012,0.0039,0.0133,1e-4,0,8e-4,0.0059,0.4675,0.01,0.0213,0.18780000000000002,0.6937,0.2486,0.4451,0.3063,0.266,0.0403,0.49169999999999997,0.3762,0.0397,0.0923,0.3448,0.2908,0.1702,0.0733,0.089,0.0319,0.644,0.0826,0.2734,0.8474999999999999,0.3571,0.5362,0.1524,0.2579,0.3806,0.6535,0.0131,0.0036,3e-4,0,2e-4,0,0,0,0,5e-4,0,1e-4,0,1e-4,1e-4,0,8e-4,5e-4,0.0078,7e-4,4e-4,1e-4,3e-4,0,0,1e-4,0,1e-4,6e-4,0.0018,0,0,4e-4,1e-4,0.0032,0,0.0532,5e-4,0.3436,0.0069,0.0011,0,0,2e-4,0,0,0,0,0,0,1e-4,0,1e-4,0,0,0,1e-4,0.0049,2e-4,1e-4,1e-4,3e-4,0,0,0,0,0,1e-4,3e-4,0,0,2e-4,1e-4,0.0015,0,0.0203,4e-4,0.0015999999999999999,0.049,0.0375,0.0189,0.12090000000000001,0.0776,0.013999999999999999,0.0661,0.0736,0.3004,0.1514,0.0665,0.0225,0.0578,0.0136,0.0672,0.0284,0.1356,0.033600000000000005,0.097,0.1038,0.0547,0.1998,0.0606,0.1479
87,125051,123909,0.22976539234438176,0.7702346076556182,0.4789,0.5211,34.72592592592593,42507.40740740741,0.2316,0.7684,0.3437,0.6563,0.24170000000000003,0.26139999999999997,0.121,0.13720000000000002,0.1137,0.125,0.0379,0.1777,0.2677,0.0541,0.0022,0.0034,0.0995,0.0016,8e-4,5e-4,0.0094,0.303,0.0181,0.0241,0.1251,0.6637,0.3017,0.362,0.3363,0.2857,0.0507,0.4743,0.38680000000000003,0.0482,0.09079999999999999,0.2679,0.2801,0.1915,0.0759,0.124,0.06079999999999999,0.6664,0.0609,0.2726,0.8849,0.5305,0.4326,0.115,0.4054,0.2384,0.4776,0.0077,0.0014,0.0017,0.0013,2e-4,1e-4,2e-4,0,0,0,1e-4,0,8e-4,1e-4,2e-4,0,7e-4,0.0028,0.0463,0.0037,0.0076,3e-4,0.0012,6e-4,0,4e-4,0,0.0031,0.0022,0.0016,7e-4,0,0,0,0.0078,3e-4,0.0228,0.001,0.1857,0.0038,3e-4,6e-4,0,1e-4,1e-4,0,0,0,0,0,0,0,0,2e-4,0,0,0.0014,0.0246,0.0014,0.0047,2e-4,8e-4,5e-4,0,4e-4,0,0.002,8e-4,4e-4,0,0,0,0,0.0039,0,0.0056,9e-4,6e-4,0.053399999999999996,0.0329,0.0172,0.1047,0.09739999999999999,0.0215,0.0559,0.0887,0.3189,0.12109999999999999,0.0458,0.0419,0.0925,0.020200000000000003,0.09889999999999999,0.0366,0.0935,0.0467,0.0745,0.06609999999999999,0.0492,0.2234,0.0705,0.1281
